customer_id,country,city,customer_type,gender,senior_citizen,partner,dependents,tenure_months,contract,monthly_charge,total_charges,cltv,complaint_count,payment_delay_days,roaming_usage,app_logins,network_quality_score,avg_monthly_data_usage_gb,customer_health_score,risk_segment,churn_label,customer_value_segment,cltv_segment
6900-PXRMS,Saudi Arabia,Riyadh,Enterprise,Male,Yes,Yes,No,26,Month-to-month,105.75,2710.25,3157.0,4,15,,20,6.0,220,77.0,High Risk,Yes,Low Value,Low CLTV
1112-CUNAO,UAE,Dubai,SME,Female,Yes,No,No,15,Month-to-month,89.85,1424.95,2668.0,4,15,,20,6.0,150,77.0,High Risk,Yes,Low Value,Low CLTV
0654-HMSHN,Oman,Sohar,Individual,Male,No,Yes,No,21,Month-to-month,104.4,2157.95,3796.0,4,15,,20,6.0,220,77.0,High Risk,Yes,Medium Value,Medium CLTV
4523-WXCEF,UAE,Sharjah,Enterprise,Female,No,Yes,No,59,Month-to-month,101.1,6039.9,4160.0,4,15,,20,6.0,220,77.0,High Risk,Yes,Medium Value,Medium CLTV
0023-XUOPT,Saudi Arabia,Riyadh,Individual,Female,No,Yes,No,13,Month-to-month,94.1,1215.6,2973.0,4,15,,20,6.0,150,77.0,High Risk,Yes,Low Value,Low CLTV
3329-WDIOK,Saudi Arabia,Jeddah,SME,Female,No,No,No,3,Month-to-month,50.6,155.35,4800.0,4,15,,20,6.0,90,77.0,High Risk,Yes,Medium Value,Medium CLTV
3538-WZPHD,Saudi Arabia,Dammam,Individual,Male,No,No,No,3,Month-to-month,29.6,79.45,2734.0,4,15,,20,6.0,60,77.0,High Risk,Yes,Low Value,Low CLTV
2636-OHFMN,Saudi Arabia,Jeddah,Individual,Male,No,Yes,No,4,Month-to-month,48.55,201.0,3955.0,4,15,,20,6.0,90,77.0,High Risk,Yes,Medium Value,Medium CLTV
3445-HXXGF,UAE,Abu Dhabi,Individual,Male,Yes,Yes,No,58,Month-to-month,45.3,2651.2,5444.0,4,15,,20,6.0,60,77.0,High Risk,Yes,High Value,High CLTV
6543-CPZMK,Saudi Arabia,Riyadh,Individual,Male,No,Yes,No,9,Month-to-month,29.95,248.95,2573.0,4,15,,20,6.0,60,77.0,High Risk,Yes,Low Value,Low CLTV
0823-HSCDJ,Saudi Arabia,Riyadh,Individual,Male,Yes,No,No,52,Month-to-month,49.15,2550.9,5597.0,4,15,,20,6.0,90,77.0,High Risk,Yes,High Value,High CLTV
5073-WXOYN,UAE,Sharjah,SME,Female,No,No,No,60,Month-to-month,50.8,3027.4,4941.0,4,15,,20,6.0,90,77.0,Medium Risk,Yes,Medium Value,Medium CLTV
8919-FYFQZ,Saudi Arabia,Riyadh,Individual,Male,Yes,Yes,No,44,Month-to-month,30.35,1359.7,4829.0,4,15,,20,6.0,60,77.0,High Risk,Yes,Medium Value,Medium CLTV
6313-GIDIT,Saudi Arabia,Jeddah,SME,Male,Yes,No,No,53,Month-to-month,54.45,2854.55,6280.0,4,15,,20,6.0,90,77.0,Medium Risk,Yes,High Value,High CLTV
1432-FPAXX,Saudi Arabia,Dammam,Individual,Female,No,No,No,29,Month-to-month,30.6,856.35,3615.0,4,15,,20,6.0,60,77.0,High Risk,Yes,Medium Value,Medium CLTV
4628-CTTLA,UAE,Dubai,Individual,Male,No,No,No,57,Month-to-month,39.3,2111.45,4917.0,4,15,,20,6.0,90,77.0,Medium Risk,Yes,Medium Value,Medium CLTV
1862-SKORY,UAE,Dubai,Individual,Female,Yes,Yes,No,40,Month-to-month,39.3,1637.4,2296.0,4,15,,20,6.0,90,77.0,High Risk,Yes,Low Value,Low CLTV
8718-PTMEZ,UAE,Sharjah,Individual,Female,No,No,No,13,Month-to-month,31.05,347.25,5131.0,4,15,,20,6.0,60,77.0,High Risk,Yes,High Value,High CLTV
6235-VDHOM,Saudi Arabia,Riyadh,Individual,Female,Yes,No,No,5,Month-to-month,28.45,131.05,4099.0,4,15,,20,6.0,60,77.0,High Risk,Yes,Medium Value,Medium CLTV
4598-XLKNJ,UAE,Abu Dhabi,Enterprise,Female,Yes,Yes,Yes,25,Month-to-month,98.5,2514.5,5337.0,4,15,,20,6.0,220,77.0,High Risk,Yes,High Value,High CLTV
1918-ZBFQJ,Qatar,Al Wakrah,SME,Female,No,No,Yes,13,Month-to-month,79.25,1111.65,5142.0,4,15,,20,6.0,150,77.0,High Risk,Yes,High Value,High CLTV
2472-OVKUP,Oman,Salalah,Individual,Male,No,Yes,Yes,6,Month-to-month,91.0,531.0,2283.0,4,15,,20,6.0,150,77.0,High Risk,Yes,Low Value,Low CLTV
0094-OIFMO,Qatar,Doha,Individual,Female,Yes,No,Yes,11,Month-to-month,95.0,1120.3,5980.0,4,15,,20,6.0,220,77.0,High Risk,Yes,High Value,High CLTV
6467-CHFZW,Saudi Arabia,Jeddah,Enterprise,Male,No,Yes,Yes,47,Month-to-month,99.35,4749.15,5789.0,4,15,,20,6.0,220,77.0,High Risk,Yes,High Value,High CLTV
5380-WJKOV,Qatar,Al Wakrah,Enterprise,Male,No,No,Yes,34,Month-to-month,106.35,3549.25,2941.0,4,15,,20,6.0,220,77.0,Medium Risk,Yes,Low Value,Low CLTV
7693-LCKZL,Saudi Arabia,Dammam,SME,Male,No,Yes,Yes,5,Month-to-month,80.15,385.0,5124.0,4,15,,20,6.0,150,77.0,High Risk,Yes,High Value,High CLTV
6877-TJMBR,UAE,Dubai,SME,Male,No,Yes,No,1,Month-to-month,84.8,84.8,2627.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Low Value,Low CLTV
0231-LXVAP,Saudi Arabia,Dammam,SME,Male,No,No,No,1,Month-to-month,75.9,75.9,3389.0,3,15,,8,7.0,150,84.0,Medium Risk,Yes,Low Value,Low CLTV
0376-YMCJC,Qatar,Al Wakrah,Individual,Male,No,No,No,23,Month-to-month,90.6,1943.2,4359.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Medium Value,Medium CLTV
7321-PKUYW,UAE,Dubai,Individual,Female,No,No,No,11,Month-to-month,90.15,987.95,5250.0,3,15,,8,7.0,150,84.0,Medium Risk,Yes,High Value,High CLTV
9415-DPEWS,Qatar,Al Wakrah,SME,Female,No,No,No,18,Month-to-month,88.35,1639.3,5727.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
9436-ZBZCT,Saudi Arabia,Riyadh,SME,Male,No,No,No,14,Month-to-month,89.95,1178.4,5463.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
7927-AUXBZ,Oman,Sohar,SME,Female,No,No,No,30,Month-to-month,85.15,2555.9,4417.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Medium Value,Medium CLTV
7270-BDIOA,Saudi Arabia,Dammam,Individual,Female,No,No,No,22,Month-to-month,90.0,1993.8,4739.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Medium Value,Medium CLTV
4439-JMPMT,Saudi Arabia,Dammam,SME,Female,No,Yes,No,5,Month-to-month,85.75,470.95,3608.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Medium Value,Medium CLTV
6692-UDPJC,Qatar,Al Wakrah,Individual,Female,No,Yes,Yes,14,Month-to-month,91.65,1301.0,4304.0,3,15,,8,7.0,150,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
4636-QRJKY,UAE,Abu Dhabi,SME,Female,No,Yes,No,6,Month-to-month,80.5,502.85,5032.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
6439-GTPCA,UAE,Sharjah,SME,Female,No,No,No,45,Month-to-month,87.25,3941.7,5269.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
9524-EGPJC,Oman,Sohar,Individual,Female,No,No,No,18,Month-to-month,90.1,1612.75,4260.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Medium Value,Medium CLTV
2774-LVQUS,Qatar,Doha,SME,Female,Yes,Yes,No,15,Month-to-month,83.05,1258.3,2596.0,3,15,,8,7.0,150,84.0,Medium Risk,Yes,Low Value,Low CLTV
2640-PMGFL,Qatar,Al Wakrah,SME,Male,No,No,No,27,Month-to-month,79.5,2180.55,2518.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Low Value,Low CLTV
1513-XNPPH,Saudi Arabia,Riyadh,SME,Female,No,No,No,12,Month-to-month,89.4,1095.65,5047.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
5998-VVEJY,Oman,Salalah,SME,Male,No,No,No,26,Month-to-month,80.5,2088.8,2729.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Low Value,Low CLTV
2873-ZLIWT,Qatar,Doha,SME,Female,No,Yes,No,40,Month-to-month,84.85,3303.05,5764.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
0378-TOVMS,UAE,Abu Dhabi,SME,Female,No,No,No,3,Month-to-month,85.8,272.2,5641.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
2696-NARTR,Saudi Arabia,Riyadh,SME,Male,No,No,No,11,Month-to-month,73.85,926.25,3634.0,3,15,,8,7.0,150,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
4471-KXAUH,Kuwait,Al Ahmadi,SME,Female,No,Yes,No,42,Month-to-month,84.3,3588.4,2514.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Low Value,Low CLTV
6711-VTNRE,Saudi Arabia,Riyadh,SME,Female,No,No,No,36,Month-to-month,87.55,3078.1,2558.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Low Value,Low CLTV
5712-PTIWW,Saudi Arabia,Riyadh,SME,Male,No,No,No,2,Month-to-month,79.85,152.45,3280.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Low Value,Low CLTV
0772-GYEQQ,UAE,Abu Dhabi,SME,Male,No,No,No,3,Month-to-month,88.35,262.05,5202.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
0013-EXCHZ,Saudi Arabia,Dammam,SME,Female,Yes,Yes,No,3,Month-to-month,83.9,267.4,3464.0,3,15,,8,7.0,150,84.0,Medium Risk,Yes,Low Value,Low CLTV
6284-AHOOQ,Saudi Arabia,Jeddah,Individual,Male,Yes,No,No,22,Month-to-month,90.5,1910.6,5014.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
3671-SHRSP,UAE,Abu Dhabi,SME,Male,No,Yes,No,4,Month-to-month,80.6,319.15,3080.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Low Value,Low CLTV
2951-QOQTK,Qatar,Doha,SME,Male,No,No,No,4,Month-to-month,80.8,332.45,5436.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
3703-VAVCL,UAE,Dubai,Individual,Male,No,Yes,No,2,Month-to-month,90.0,190.05,3902.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Medium Value,Medium CLTV
9430-FRQOC,Oman,Muscat,SME,Female,No,No,No,4,Month-to-month,87.1,341.45,5587.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
6204-IEUXJ,UAE,Sharjah,SME,Female,No,No,No,3,Month-to-month,80.1,217.55,4330.0,3,15,,8,7.0,150,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
0876-WDUUZ,Saudi Arabia,Riyadh,SME,Female,No,No,No,5,Month-to-month,85.4,425.9,3716.0,3,15,,8,7.0,150,84.0,High Risk,Yes,Medium Value,Medium CLTV
1965-DDBWU,UAE,Dubai,SME,Male,No,No,No,16,Month-to-month,89.05,1448.6,5953.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
3814-MLAXC,Bahrain,Manama,SME,Female,No,No,No,31,Month-to-month,79.85,2404.15,2554.0,3,15,,8,7.0,150,84.0,Medium Risk,Yes,Low Value,Low CLTV
4290-BSXUX,Saudi Arabia,Dammam,SME,Male,No,Yes,No,3,Month-to-month,79.65,251.75,5036.0,3,15,,8,7.0,150,84.0,High Risk,Yes,High Value,High CLTV
7892-POOKP,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,Yes,28,Month-to-month,104.8,3046.05,5003.0,3,15,,8,7.0,220,84.0,High Risk,Yes,High Value,High CLTV
9601-BRXPO,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,25,Month-to-month,104.95,2566.5,3642.0,3,15,,8,7.0,220,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
9412-GHEEC,Qatar,Doha,Enterprise,Male,No,No,No,40,Month-to-month,104.8,4131.95,3492.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
5394-SVGJV,Bahrain,Manama,Enterprise,Male,No,No,No,37,Month-to-month,98.8,3475.55,3066.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
4566-GOLUK,Saudi Arabia,Jeddah,Enterprise,Male,No,Yes,No,47,Month-to-month,107.35,5118.95,3620.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
0348-SDKOL,Saudi Arabia,Riyadh,Enterprise,Female,No,Yes,No,58,Month-to-month,102.1,5885.4,4415.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
3001-CBHLQ,UAE,Dubai,Enterprise,Male,Yes,Yes,No,32,Month-to-month,104.9,3351.55,3966.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
4803-AXVYP,UAE,Sharjah,Enterprise,Female,Yes,No,No,38,Month-to-month,99.55,3734.25,3474.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
7599-FKVXZ,Saudi Arabia,Dammam,Enterprise,Male,No,Yes,No,42,Month-to-month,106.15,4512.7,2265.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
4902-OHLSK,Kuwait,Kuwait City,Enterprise,Female,Yes,No,No,29,Month-to-month,98.65,2862.75,4235.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
2357-COQEK,Qatar,Al Wakrah,Enterprise,Female,Yes,No,No,28,Month-to-month,103.3,2890.65,4136.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
2632-UCGVD,UAE,Abu Dhabi,Enterprise,Male,Yes,Yes,No,66,Month-to-month,100.05,6871.9,4512.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
5569-OUICF,UAE,Abu Dhabi,Enterprise,Female,Yes,Yes,No,28,Month-to-month,101.3,2812.2,4994.0,3,15,,8,7.0,220,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
4077-CROMM,Qatar,Al Wakrah,Enterprise,Female,No,Yes,No,31,Month-to-month,104.2,3243.45,5000.0,3,15,,8,7.0,220,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
6518-LGAOV,UAE,Sharjah,Enterprise,Female,No,Yes,No,38,Month-to-month,105.0,4026.4,2341.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
5515-AKOAJ,Qatar,Doha,Enterprise,Female,No,No,No,54,Month-to-month,100.1,5440.9,5763.0,3,15,,8,7.0,220,84.0,High Risk,Yes,High Value,High CLTV
1875-QIVME,Saudi Arabia,Riyadh,Individual,Female,No,Yes,Yes,2,Month-to-month,104.4,242.8,4690.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
1450-GALXR,UAE,Abu Dhabi,Individual,Female,No,No,No,10,Month-to-month,98.5,1058.25,5184.0,3,15,,8,7.0,220,84.0,High Risk,Yes,High Value,High CLTV
5293-WXJAK,Bahrain,Muharraq,Individual,Female,Yes,Yes,No,11,Month-to-month,104.05,1133.65,4553.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
1571-SAVHK,Oman,Muscat,Individual,Male,No,No,No,12,Month-to-month,99.95,1132.75,5598.0,3,15,,8,7.0,220,84.0,High Risk,Yes,High Value,High CLTV
5449-FIBXJ,UAE,Sharjah,Individual,Male,No,Yes,No,19,Month-to-month,103.3,2012.7,2349.0,3,15,,8,7.0,220,84.0,Medium Risk,Yes,Low Value,Low CLTV
4391-RESHN,Saudi Arabia,Jeddah,Individual,Male,No,No,No,23,Month-to-month,104.05,2470.1,5963.0,3,15,,8,7.0,220,84.0,High Risk,Yes,High Value,High CLTV
1309-BXVOQ,Bahrain,Muharraq,Individual,Male,No,Yes,No,21,Month-to-month,106.1,2249.95,3584.0,3,15,,8,7.0,220,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
8784-CGILN,Saudi Arabia,Dammam,Individual,Female,No,No,No,18,Month-to-month,99.85,1776.95,3068.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
2025-JKFWI,Bahrain,Manama,Individual,Male,No,No,No,13,Month-to-month,99.0,1301.7,3493.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
7240-FQLHE,Qatar,Doha,Individual,Female,Yes,Yes,No,18,Month-to-month,99.75,1836.25,5857.0,3,15,,8,7.0,220,84.0,Medium Risk,Yes,High Value,High CLTV
4385-GZQXV,Oman,Salalah,Individual,Female,Yes,No,No,16,Month-to-month,94.45,1511.2,3810.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
0306-JAELE,UAE,Sharjah,Individual,Male,No,No,No,5,Month-to-month,96.1,453.4,4192.0,3,15,,8,7.0,220,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
7218-HKQFK,Qatar,Doha,Individual,Male,No,Yes,No,2,Month-to-month,94.2,167.5,3715.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
0125-LZQXK,UAE,Dubai,Individual,Male,No,No,No,15,Month-to-month,101.35,1553.95,3025.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
6365-MTGZX,Saudi Arabia,Dammam,Enterprise,Male,No,No,No,24,Month-to-month,96.0,2122.45,3068.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
0354-WYROK,UAE,Sharjah,Enterprise,Female,Yes,Yes,No,31,Month-to-month,98.9,2911.3,4050.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
7938-OUHIO,Bahrain,Manama,Individual,Male,No,No,No,3,Month-to-month,98.7,293.65,3916.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
7295-JOMMD,Saudi Arabia,Dammam,Individual,Female,No,No,No,4,Month-to-month,98.1,396.3,2895.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Low Value,Low CLTV
0963-ZBDRN,Saudi Arabia,Dammam,Enterprise,Male,No,No,No,32,Month-to-month,96.2,3183.4,3606.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
3440-JPSCL,Saudi Arabia,Jeddah,Individual,Female,No,No,No,6,Month-to-month,99.95,547.65,3722.0,3,15,,8,7.0,220,84.0,High Risk,Yes,Medium Value,Medium CLTV
4678-DVQEO,UAE,Dubai,SME,Female,No,No,No,1,Month-to-month,52.2,52.2,4138.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Medium Value,Medium CLTV
9564-KCLHR,Qatar,Al Wakrah,SME,Male,No,No,No,1,Month-to-month,51.25,51.25,2180.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
9637-EIHEQ,Qatar,Doha,SME,Female,No,No,No,1,Month-to-month,50.8,50.8,4535.0,3,15,,8,7.0,60,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
7623-TRNQN,UAE,Dubai,Individual,Male,No,No,Yes,1,Month-to-month,49.9,49.9,3113.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
9661-MHUMO,Qatar,Doha,Individual,Male,Yes,Yes,Yes,1,Month-to-month,49.25,49.25,4478.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Medium Value,Medium CLTV
0742-MOABM,UAE,Dubai,SME,Male,No,Yes,No,4,Month-to-month,50.05,179.35,3394.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
4030-VPZBD,Saudi Arabia,Riyadh,Individual,Female,No,No,No,2,Month-to-month,30.9,59.05,2860.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
3237-AJGEH,Saudi Arabia,Riyadh,Individual,Female,No,Yes,Yes,3,Month-to-month,31.0,95.05,5122.0,3,15,,8,7.0,60,84.0,Medium Risk,Yes,High Value,High CLTV
1142-WACZW,Saudi Arabia,Jeddah,Individual,Male,No,No,No,2,Month-to-month,29.85,75.6,4268.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Medium Value,Medium CLTV
3144-AUDBS,UAE,Sharjah,Individual,Female,No,Yes,No,6,Month-to-month,49.15,270.8,5271.0,3,15,,8,7.0,60,84.0,High Risk,Yes,High Value,High CLTV
3285-UCQVC,UAE,Dubai,Individual,Female,No,No,No,37,Month-to-month,28.6,973.55,4429.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Medium Value,Medium CLTV
3683-QKIUE,Saudi Arabia,Jeddah,SME,Female,No,No,No,6,Month-to-month,50.8,288.05,4713.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Medium Value,Medium CLTV
6633-MPWBS,Kuwait,Al Ahmadi,Individual,Male,No,No,No,5,Month-to-month,49.2,216.9,4336.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Medium Value,Medium CLTV
1213-NGCUN,Saudi Arabia,Jeddah,Individual,Female,No,No,No,6,Month-to-month,49.65,267.35,4248.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Medium Value,Medium CLTV
5143-EGQFK,Qatar,Doha,Individual,Female,Yes,No,No,10,Month-to-month,29.65,291.4,5702.0,3,15,,8,7.0,60,84.0,High Risk,Yes,High Value,High CLTV
1324-NLTJE,Saudi Arabia,Dammam,SME,Female,Yes,No,No,15,Month-to-month,55.0,757.1,3167.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
1585-MQSSU,Saudi Arabia,Riyadh,SME,Male,No,No,No,17,Month-to-month,51.5,900.5,5659.0,3,15,,8,7.0,60,84.0,High Risk,Yes,High Value,High CLTV
8182-PNAGI,Saudi Arabia,Riyadh,SME,Male,No,No,No,12,Month-to-month,50.25,593.75,3624.0,3,15,,8,7.0,60,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
7758-XKCBS,Qatar,Doha,Individual,Male,No,No,No,15,Month-to-month,29.7,438.25,5518.0,3,15,,8,7.0,60,84.0,High Risk,Yes,High Value,High CLTV
1541-ETJZO,Saudi Arabia,Riyadh,SME,Male,No,No,No,1,Month-to-month,62.05,62.05,2937.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
4190-MFLUW,UAE,Abu Dhabi,SME,Female,No,Yes,No,10,Month-to-month,55.2,528.35,5925.0,3,15,,8,7.0,60,84.0,High Risk,Yes,High Value,High CLTV
4701-MLJPN,Qatar,Doha,SME,Male,No,No,No,31,Month-to-month,55.25,1715.65,2933.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
8292-TYSPY,Saudi Arabia,Riyadh,SME,Male,No,No,No,19,Month-to-month,55.0,1046.5,4539.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Medium Value,Medium CLTV
1373-ORVIZ,Saudi Arabia,Dammam,SME,Female,No,Yes,No,11,Month-to-month,66.35,740.8,2860.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
5949-EBSQK,UAE,Sharjah,SME,Male,No,Yes,Yes,4,Month-to-month,61.45,229.55,2131.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
1271-SJBGZ,Oman,Sohar,Individual,Male,Yes,No,No,12,Month-to-month,43.65,526.95,2437.0,3,15,,8,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
7734-DBOAI,UAE,Sharjah,Individual,Female,No,Yes,Yes,1,Month-to-month,40.1,40.1,5434.0,3,15,,8,7.0,90,84.0,High Risk,Yes,High Value,High CLTV
1205-WNWPJ,UAE,Sharjah,SME,Female,No,No,No,7,Month-to-month,59.5,415.95,4661.0,3,15,,8,7.0,90,84.0,High Risk,Yes,Medium Value,Medium CLTV
8679-JOEVF,UAE,Dubai,SME,Female,Yes,No,No,16,Month-to-month,59.4,1023.9,5556.0,3,15,,8,7.0,90,84.0,High Risk,Yes,High Value,High CLTV
0836-SEYLU,Oman,Sohar,Individual,Male,No,Yes,No,9,Month-to-month,40.65,328.95,4800.0,3,15,,8,7.0,90,84.0,High Risk,Yes,Medium Value,Medium CLTV
4398-HSCJH,Saudi Arabia,Riyadh,SME,Female,No,No,No,3,Month-to-month,63.6,155.65,3155.0,3,15,,8,7.0,90,84.0,Medium Risk,Yes,Low Value,Low CLTV
6581-NQCBA,Saudi Arabia,Jeddah,Individual,Female,No,Yes,No,16,Month-to-month,49.95,810.2,4840.0,3,15,,8,7.0,90,84.0,High Risk,Yes,Medium Value,Medium CLTV
4013-UBXWQ,UAE,Dubai,SME,Female,No,No,No,7,Month-to-month,74.65,521.1,4612.0,3,15,,8,7.0,90,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
2091-MJTFX,Saudi Arabia,Dammam,SME,Female,No,Yes,Yes,30,Month-to-month,51.2,1561.5,4568.0,3,15,,8,7.0,90,84.0,High Risk,Yes,Medium Value,Medium CLTV
9048-JVYVF,Kuwait,Al Ahmadi,SME,Male,No,No,No,3,Month-to-month,69.35,191.35,3520.0,3,15,,8,7.0,90,84.0,High Risk,Yes,Medium Value,Medium CLTV
9210-IAHGH,UAE,Sharjah,SME,Female,No,No,No,7,Month-to-month,70.75,450.8,2248.0,3,15,,8,7.0,90,84.0,High Risk,Yes,Low Value,Low CLTV
8640-SDGKB,Oman,Muscat,SME,Male,No,No,No,4,Month-to-month,74.4,299.7,3633.0,3,15,,8,7.0,90,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
0260-ZDLGK,Saudi Arabia,Riyadh,SME,Female,No,No,Yes,9,Month-to-month,72.9,651.4,3585.0,3,15,,8,7.0,90,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
1597-FZREH,Saudi Arabia,Dammam,SME,Female,No,No,No,2,Month-to-month,76.4,160.8,3005.0,3,15,,8,7.0,90,84.0,High Risk,Yes,Low Value,Low CLTV
2100-BDNSN,Saudi Arabia,Dammam,SME,Female,No,Yes,No,5,Month-to-month,67.95,350.3,3889.0,3,15,,8,7.0,90,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
4701-AHWMW,Saudi Arabia,Riyadh,SME,Male,No,Yes,No,55,Month-to-month,54.55,2978.3,6041.0,3,15,,8,7.0,90,84.0,Medium Risk,Yes,High Value,High CLTV
1582-RAFML,UAE,Abu Dhabi,SME,Male,No,No,No,1,Month-to-month,60.1,60.1,5654.0,3,15,,20,7.0,60,84.0,High Risk,Yes,High Value,High CLTV
7851-FLGGQ,Saudi Arabia,Jeddah,Individual,Male,No,No,No,1,Month-to-month,44.65,44.65,3704.0,3,15,,20,7.0,60,84.0,Medium Risk,Yes,Medium Value,Medium CLTV
5208-HFSBT,Oman,Muscat,SME,Female,No,No,No,2,Month-to-month,55.05,102.75,5855.0,3,15,,20,7.0,60,84.0,High Risk,Yes,High Value,High CLTV
6839-ITVZJ,Saudi Arabia,Dammam,SME,Female,No,Yes,No,26,Month-to-month,60.05,1616.15,2039.0,3,15,,20,7.0,60,84.0,High Risk,Yes,Low Value,Low CLTV
6214-EDAKZ,Qatar,Al Wakrah,SME,Female,No,Yes,Yes,22,Month-to-month,55.15,1206.05,5115.0,3,15,,20,7.0,60,84.0,High Risk,Yes,High Value,High CLTV
